"Frontaliers étrangers selon le sexe et la commune de travail"

"Sexe"	"Lieu de travail"	"1996Q4"	"1997Q4"	"1998Q4"	"1999Q4"	"2000Q4"	"2001Q4"	"2002Q4"	"2003Q4"	"2004Q4"	"2005Q4"	"2006Q4"	"2007Q4"	"2008Q4"	"2009Q4"	"2010Q4"	"2011Q4"	"2012Q4"	"2013Q4"	"2014Q4"	"2015Q4"
"Sexe - Total"	"……Ferrera"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bonaduz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.8	6.0	11.5	5.0	7.0	8.0	17.5	18.2	17.2
"Sexe - Total"	"……Domat/Ems"	0.0	0.0	0.9	0.9	0.9	0.9	3.0	3.0	3.0	2.8	2.9	8.0	9.6	11.1	6.5	5.5	3.0	2.8	5.0	10.6
"Sexe - Total"	"……Rhäzüns"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Felsberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.8	0.9	1.5
"Sexe - Total"	"……Flims"	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.8	0.0	0.6	0.0	1.0	3.0	0.8	2.3	2.8
"Sexe - Total"	"……Tamins"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	1.0	1.0	0.8	0.8	0.0
"Sexe - Total"	"……Trin"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7
"Sexe - Total"	"……Zernez"	7.6	13.2	27.3	16.0	15.1	28.1	25.2	14.1	9.7	8.3	8.8	9.6	19.8	19.4	30.0	40.8	62.0	91.7	112.3	114.9
"Sexe - Total"	"……Samnaun"	315.3	301.3	319.2	380.6	384.6	360.8	305.1	301.5	285.8	271.5	275.1	264.1	273.1	255.8	285.3	272.9	286.9	249.9	245.8	233.5
"Sexe - Total"	"……Scuol"	223.3	164.6	142.5	167.4	140.9	187.3	157.1	142.8	126.3	118.8	127.3	145.6	160.2	198.8	207.0	228.5	255.0	280.5	296.6	323.7
"Sexe - Total"	"……Valsot"	47.3	72.9	46.4	60.7	74.2	67.5	53.8	55.0	55.2	64.9	61.4	58.0	57.7	58.8	56.0	61.6	59.9	62.8	64.4	66.2
"Sexe - Total"	"……Bever"	1.9	0.0	1.0	3.7	3.8	9.5	8.5	9.4	9.9	10.8	12.7	18.8	21.3	25.9	34.5	38.0	31.5	29.6	40.4	40.6
"Sexe - Total"	"……Celerina/Schlarigna"	63.6	66.5	77.1	94.6	103.4	109.9	100.9	103.6	92.4	93.0	93.5	94.2	116.0	144.5	150.0	91.5	109.0	170.7	184.0	196.4
"Sexe - Total"	"……Madulain"	0.0	0.0	0.0	0.0	2.8	4.7	8.4	4.7	2.6	0.7	0.9	1.7	10.2	11.3	12.0	13.0	11.0	17.0	16.1	9.2
"Sexe - Total"	"……Pontresina"	62.0	52.4	70.4	78.0	80.6	94.1	97.8	107.5	56.7	58.9	61.4	89.1	95.1	108.3	129.8	144.8	181.2	224.8	251.8	259.2
"Sexe - Total"	"……La Punt-Chamues-ch"	9.5	12.3	10.4	7.5	12.2	12.2	13.0	14.8	16.8	18.2	16.0	18.7	22.2	27.2	22.0	23.0	26.0	26.6	29.1	30.1
"Sexe - Total"	"……Samedan"	93.3	78.1	84.8	86.4	104.7	135.3	135.6	85.6	91.1	84.8	106.4	116.8	133.4	146.5	181.0	177.0	221.0	244.2	292.2	284.3
"Sexe - Total"	"……St. Moritz"	379.1	362.8	407.3	483.3	571.2	662.5	587.0	608.2	603.0	572.4	567.0	624.3	682.9	671.6	845.5	949.9	970.6	1013.4	1027.7	1109.4
"Sexe - Total"	"……S-chanf"	0.9	0.9	2.8	2.9	2.8	3.8	4.7	4.6	2.8	2.6	0.9	3.4	5.1	5.2	9.5	7.0	7.0	10.5	17.8	20.3
"Sexe - Total"	"……Sils im Engadin/Segl"	96.0	87.2	116.6	149.9	186.4	206.6	151.4	157.7	189.0	169.1	156.2	143.9	153.0	177.9	203.0	203.0	206.5	255.0	249.7	252.4
"Sexe - Total"	"……Silvaplana"	132.9	113.7	137.2	135.5	142.8	172.9	177.9	165.1	165.0	168.8	167.4	187.6	184.5	211.7	192.0	210.9	206.3	197.8	213.5	226.4
"Sexe - Total"	"……Zuoz"	19.0	15.2	15.2	19.0	18.9	24.5	19.5	18.9	17.0	21.6	26.3	30.2	30.5	19.9	41.0	61.0	71.5	89.2	59.3	64.2
"Sexe - Total"	"……Bregaglia"	357.6	332.4	309.5	314.7	325.8	368.9	328.8	264.5	229.5	212.2	234.4	248.8	260.9	282.5	273.9	288.1	301.5	313.0	352.7	355.8
"Sexe - Total"	"……Buseno"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	2.2	2.3	0.5	0.5	0.5	0.0	0.0	0.0
"Sexe - Total"	"……Castaneda"	1.9	3.7	4.7	4.7	5.6	5.6	4.6	4.7	5.3	6.5	5.0	9.2	11.0	11.2	11.0	14.0	14.0	13.8	11.2	12.0
"Sexe - Total"	"……Rossa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	8.1
"Sexe - Total"	"……Santa Maria in Calanca"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Lostallo"	2.8	2.8	0.0	0.0	0.0	0.0	0.0	0.0	1.8	4.8	1.7	2.6	4.4	1.8	1.0	2.0	2.0	1.6	4.1	5.1
"Sexe - Total"	"……Mesocco"	0.9	1.9	1.8	2.7	0.9	1.8	1.6	0.9	5.8	1.2	2.3	6.7	12.7	12.4	6.5	10.6	15.6	14.6	16.9	23.3
"Sexe - Total"	"……Soazza"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	0.8	2.4	3.3	5.2	6.1	7.0	8.0	7.0	5.0	7.5	13.0
"Sexe - Total"	"……Cama"	0.9	0.9	0.0	0.0	0.9	0.9	1.8	0.0	1.8	1.6	1.5	0.9	0.0	2.5	2.0	2.0	4.4	4.5	6.6	14.1
"Sexe - Total"	"……Grono"	21.4	18.6	16.9	13.1	17.9	18.7	23.2	17.7	22.6	19.6	23.3	28.1	23.0	25.8	37.0	37.0	34.6	65.5	73.8	101.5
"Sexe - Total"	"……Leggia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	0.8	0.0	0.0	0.0	1.0	0.0	0.0	0.9	0.9	0.9
"Sexe - Total"	"……Roveredo (GR)"	16.7	15.7	9.2	11.1	9.1	7.4	5.4	5.3	4.0	2.6	2.5	4.4	7.2	6.8	12.0	13.0	23.0	35.8	48.4	81.7
"Sexe - Total"	"……San Vittore"	0.9	1.9	2.8	1.9	3.8	8.5	12.1	22.6	17.1	18.2	30.0	34.1	42.3	48.3	86.0	96.0	97.0	82.6	109.6	104.6
"Sexe - Total"	"……Verdabbio"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Calanca"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	4.7	3.3	2.6	6.9	5.2	3.0	4.0	3.0	4.4	5.9	5.1
"Sexe - Total"	"……Val Müstair"	248.6	216.6	225.2	205.4	244.2	248.0	247.9	211.1	184.1	170.8	191.8	209.0	250.4	269.6	279.3	299.3	310.9	331.0	369.0	391.6
"Sexe - Total"	"……Davos"	0.0	0.0	0.0	0.0	0.0	1.9	1.0	3.9	5.3	5.9	6.5	7.3	9.4	4.3	9.0	13.0	10.0	15.7	22.4	36.9
"Sexe - Total"	"……Fideris"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Furna"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Jenaz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Klosters-Serneus"	0.0	0.9	0.9	0.9	0.9	0.9	1.0	1.0	2.0	1.0	1.0	0.0	1.5	2.0	5.0	6.0	7.0	6.6	6.7	8.4
"Sexe - Total"	"……Conters im Prättigau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Küblis"	0.0	0.0	0.0	0.0	0.0	0.9	1.0	2.0	1.0	0.0	0.0	0.9	0.8	0.7	1.5	1.5	0.0	0.9	0.9	1.9
"Sexe - Total"	"……Luzein"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Chur"	23.5	28.1	27.0	28.2	22.4	26.2	24.7	31.1	36.1	41.3	48.3	60.5	68.5	69.0	71.9	107.6	114.3	140.1	157.4	153.9
"Sexe - Total"	"……Churwalden"	0.0	0.0	0.0	0.0	0.0	0.9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1	0.0	1.0	3.0	3.1	3.1	4.4
"Sexe - Total"	"……Arosa"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	1.9	1.0	1.0	1.0	2.1	5.3	5.4
"Sexe - Total"	"……Maladers"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Tschiertschen-Praden"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Haldenstein"	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.9	0.0	0.0	1.0	4.0	1.0	1.7	2.5	2.5
"Sexe - Total"	"……Trimmis"	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.5	2.6	1.6	2.0	3.0	6.0	7.2	7.2	8.5
"Sexe - Total"	"……Untervaz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.5	2.5	3.3	3.0	3.0	4.0	5.6	3.9	3.1
"Sexe - Total"	"……Zizers"	0.0	0.9	0.9	1.0	1.0	1.9	1.0	0.0	0.0	0.0	0.0	0.9	2.6	5.1	5.0	6.0	6.0	9.3	7.7	9.0
"Sexe - Total"	"……Fläsch"	0.0	0.0	0.0	0.0	0.9	0.9	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1.1
"Sexe - Total"	"……Jenins"	3.5	0.0	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.0	0.0	1.9	0.9	3.3	14.0	20.0	18.0	12.3	13.2	12.4
"Sexe - Total"	"……Maienfeld"	1.8	1.8	0.9	1.8	2.7	4.5	4.0	5.9	6.9	6.9	6.9	5.6	6.7	4.0	7.0	12.0	12.0	9.8	10.2	10.4
"Sexe - Total"	"……Malans"	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8	1.0	1.0	1.0	18.9	15.9	17.4
"Sexe - Total"	"……Landquart"	3.6	2.7	7.9	11.0	21.0	23.7	29.7	28.6	31.8	46.5	51.9	45.5	36.2	74.9	81.5	96.0	104.1	134.8	129.9	130.6
"Sexe - Total"	"……Grüsch"	0.0	0.0	0.9	1.8	0.9	0.9	1.0	2.0	3.0	2.0	2.0	0.0	2.6	0.9	0.0	0.0	0.0	2.4	4.6	5.3
"Sexe - Total"	"……Schiers"	0.9	1.8	3.6	2.8	0.9	0.9	1.0	1.0	1.0	1.0	1.0	2.9	5.5	6.4	4.0	7.0	6.0	6.4	8.1	9.5
"Sexe - Total"	"……Seewis im Prättigau"	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.7	0.7
"Sexe - Total"	"……Breil/Brigels"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0
"Sexe - Total"	"……Disentis/Mustér"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	5.2	2.5
"Sexe - Total"	"……Medel (Lucmagn)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Sumvitg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	6.8	3.9	5.6
"Sexe - Total"	"……Tujetsch"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	1.3	0.4	0.4
"Sexe - Total"	"……Trun"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.1	1.0
"Sexe - Total"	"……Obersaxen Mundaun"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.7
"Sexe - Total"	"- Aargau"	8141.9	7669.3	7384.9	7371.8	7649.6	7997.2	7855.6	7821.9	7668.9	7661.3	8242.4	9083.8	9323.6	10069.2	10699.6	11336.2	12079.3	12339.2	12967.8	13571.3
"Sexe - Total"	"……Aarau"	61.7	60.4	56.7	60.7	66.3	71.8	82.8	154.5	132.6	143.9	190.3	348.8	344.2	374.5	395.6	375.7	424.4	445.4	490.7	492.8
"Sexe - Total"	"……Biberstein"	0.0	0.0	0.0	0.0	1.9	1.0	0.9	0.9	0.9	1.1	0.8	0.9	0.0	0.9	1.0	1.0	1.0	0.9	0.0	0.0
"Sexe - Total"	"……Buchs (AG)"	15.0	15.8	15.0	12.1	13.9	13.8	14.1	13.2	17.2	15.6	18.6	20.7	26.0	32.4	45.5	48.6	52.0	52.7	58.7	59.4
"Sexe - Total"	"……Densbüren"	0.9	0.9	0.9	0.8	1.6	0.9	0.9	0.9	1.4	1.2	1.5	1.7	0.8	1.5	1.0	2.6	1.6	9.4	7.3	5.8
"Sexe - Total"	"……Erlinsbach (AG)"	1.8	2.7	2.6	2.7	3.6	0.9	0.9	2.7	4.8	3.3	3.8	2.8	2.1	3.2	4.0	4.0	6.0	6.1	8.2	9.4
"Sexe - Total"	"……Gränichen"	7.9	6.1	7.0	7.9	6.1	7.0	6.5	5.7	6.7	7.0	6.6	5.2	7.1	6.8	9.0	10.0	11.0	10.2	12.1	15.0
"Sexe - Total"	"……Hirschthal"	0.0	0.0	0.0	0.0	0.0	0.0	1.8	2.6	0.8	1.4	1.5	1.5	2.7	2.0	4.0	7.0	7.0	7.6	8.8	9.8
"Sexe - Total"	"……Küttigen"	3.5	3.5	2.7	2.7	2.7	3.6	6.1	6.1	6.0	5.0	6.0	7.0	6.1	8.5	12.0	12.6	14.5	13.2	9.9	9.4
"Sexe - Total"	"……Muhen"	0.9	1.8	3.5	2.3	0.8	0.8	0.8	0.8	1.5	2.4	3.1	3.4	4.8	5.0	2.0	3.0	3.0	0.8	3.3	2.9
"Sexe - Total"	"……Oberentfelden"	14.1	13.2	10.6	7.8	12.9	18.4	17.7	16.8	15.2	15.6	16.1	21.0	37.8	30.3	42.0	46.5	43.5	44.8	46.7	47.3
"Sexe - Total"	"……Suhr"	72.0	58.1	56.4	44.2	7.1	13.1	6.6	8.1	11.0	12.6	11.1	18.8	18.2	21.3	32.5	44.5	40.5	63.9	74.2	74.3
"Sexe - Total"	"……Unterentfelden"	0.9	0.9	0.9	1.0	7.2	5.4	4.4	4.6	4.1	4.4	7.7	9.3	10.2	12.8	19.5	21.6	21.6	18.4	17.5	20.2
"Sexe - Total"	"……Baden"	1101.1	1052.3	1037.3	1017.4	1033.7	1119.4	1085.4	1082.8	1075.4	1047.0	1089.4	1071.5	1067.9	1099.0	1130.8	1197.1	1247.9	1262.6	1275.1	1258.1
"Sexe - Total"	"……Bellikon"	0.0	0.9	0.9	1.9	1.9	1.9	1.9	0.9	0.8	1.5	2.4	2.3	4.0	4.0	5.5	7.0	7.6	7.0	8.7	8.6
"Sexe - Total"	"……Bergdietikon"	11.4	10.5	12.4	12.3	13.3	14.2	13.3	14.2	15.9	14.6	13.6	14.2	15.7	15.5	18.5	18.5	21.5	15.8	16.1	16.1
"Sexe - Total"	"……Birmenstorf (AG)"	19.0	17.0	16.1	16.2	19.0	24.7	19.7	17.8	20.5	14.1	14.4	11.9	14.9	11.9	12.5	12.5	13.5	20.6	26.2	31.0
"Sexe - Total"	"……Ennetbaden"	7.6	7.6	8.5	8.5	8.4	10.3	9.3	9.3	8.8	11.4	14.3	12.7	14.7	15.7	20.0	25.0	21.5	29.8	27.1	26.1
"Sexe - Total"	"……Fislisbach"	2.8	4.8	4.8	5.6	6.6	9.4	8.4	4.7	7.4	8.6	8.9	9.9	8.0	7.4	7.0	6.0	11.0	13.2	16.9	16.4
"Sexe - Total"	"……Freienwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Gebenstorf"	9.5	8.5	4.7	7.6	9.4	10.4	8.5	9.0	8.1	7.6	8.3	6.0	8.4	18.8	22.0	31.0	34.0	35.0	32.3	35.0
"Sexe - Total"	"……Killwangen"	1.0	1.9	2.8	3.8	7.5	9.3	9.4	4.8	4.7	5.4	6.3	6.1	5.0	8.7	10.0	7.0	5.0	6.3	9.0	9.1
"Sexe - Total"	"……Künten"	1.9	1.0	0.0	0.0	0.0	2.8	1.9	2.9	2.8	3.5	4.2	3.6	3.5	3.6	6.0	7.0	8.0	3.6	4.5	6.9
"Sexe - Total"	"……Mägenwil"	21.0	14.3	8.6	7.7	8.6	11.3	10.5	14.3	12.0	10.5	15.9	11.6	10.8	14.0	21.5	24.5	24.5	27.9	25.7	28.8
"Sexe - Total"	"……Mellingen"	10.5	8.6	9.5	8.6	8.5	8.3	9.1	8.4	15.9	19.5	20.3	19.9	19.4	18.3	13.0	14.5	18.0	19.2	18.5	20.4
"Sexe - Total"	"……Neuenhof"	28.5	24.6	26.5	23.6	22.7	23.6	27.0	24.4	40.3	48.9	56.6	60.9	79.0	83.8	75.5	72.6	76.5	85.3	90.5	97.0
"Sexe - Total"	"……Niederrohrdorf"	2.8	1.9	0.0	0.9	1.9	1.9	1.9	1.9	3.5	4.1	2.6	6.5	7.3	5.1	3.0	4.0	6.0	10.3	8.9	9.7
"Sexe - Total"	"……Oberrohrdorf"	1.0	0.0	0.9	0.0	0.0	1.0	1.9	1.9	1.0	1.6	1.8	1.8	1.7	1.7	1.0	2.0	1.0	1.8	1.8	1.8
"Sexe - Total"	"……Obersiggenthal"	59.0	58.8	58.8	61.2	55.4	62.7	64.9	63.6	65.7	67.6	75.4	83.0	64.6	60.6	58.4	57.6	73.4	73.8	75.9	79.8
"Sexe - Total"	"……Remetschwil"	4.7	5.7	5.7	3.8	4.7	4.8	4.8	4.8	4.6	4.5	4.6	4.6	5.4	6.3	9.0	10.0	12.0	9.9	9.8	9.7
"Sexe - Total"	"……Spreitenbach"	59.0	48.5	48.5	52.3	57.1	57.0	51.5	53.2	55.6	59.9	67.1	69.1	89.0	88.8	103.0	105.0	114.0	113.5	113.4	114.0
"Sexe - Total"	"……Stetten (AG)"	4.8	4.8	4.8	3.8	5.7	6.7	6.8	7.7	7.4	9.6	13.8	14.2	14.3	15.9	18.0	20.0	19.0	13.1	15.0	14.7
"Sexe - Total"	"……Turgi"	300.6	257.7	252.4	266.1	329.1	326.5	309.4	207.9	204.2	205.4	230.9	248.9	245.0	245.6	266.9	251.6	252.2	229.1	233.4	239.6
"Sexe - Total"	"……Untersiggenthal"	78.0	76.8	83.6	79.2	84.1	98.3	90.8	87.6	92.9	86.5	98.2	100.1	98.0	108.4	108.6	106.7	104.9	104.9	110.1	105.6
"Sexe - Total"	"……Wettingen"	109.9	104.1	103.2	103.9	112.8	103.6	97.9	104.6	103.8	96.3	108.7	124.7	122.6	132.8	150.9	154.1	165.7	162.6	174.9	180.9
"Sexe - Total"	"……Wohlenschwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.8	0.0	0.0	0.8	1.0	1.0	1.0	0.8	0.8	0.8
"Sexe - Total"	"……Würenlingen"	119.5	107.2	108.2	104.5	115.6	124.8	110.9	102.3	76.9	78.3	88.5	105.4	115.7	117.8	118.0	121.1	112.3	119.5	114.9	102.6
"Sexe - Total"	"……Würenlos"	29.4	25.6	21.9	22.0	27.8	24.7	24.9	23.9	24.2	24.3	27.2	24.4	28.1	30.1	41.0	38.0	42.0	45.9	42.1	50.3
"Sexe - Total"	"……Ehrendingen"	4.8	10.4	8.5	6.6	7.4	9.4	9.3	11.2	9.8	10.2	10.3	8.3	8.1	6.3	8.0	12.0	13.0	12.9	13.9	13.1
"Sexe - Total"	"……Arni (AG)"	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.8	0.0	0.0
"Sexe - Total"	"……Berikon"	0.9	0.9	0.0	0.0	0.9	1.9	0.9	4.6	5.3	5.6	6.8	3.3	4.8	5.6	5.0	6.0	4.0	4.6	6.4	8.8
"Sexe - Total"	"……Bremgarten (AG)"	9.4	6.6	7.5	5.6	5.6	9.2	12.1	11.2	15.0	15.5	15.9	17.9	14.5	15.6	10.5	12.6	15.6	22.8	22.0	27.2
"Sexe - Total"	"……Büttikon"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Dottikon"	37.2	40.9	37.3	33.1	33.0	36.8	38.0	30.5	31.3	28.1	30.2	38.4	41.5	41.0	47.5	57.1	66.0	65.0	69.8	83.3
"Sexe - Total"	"……Eggenwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Fischbach-Göslikon"	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.8	0.8	0.8	0.8	0.8	1.0	1.0	2.0	1.7	1.8	3.0
"Sexe - Total"	"……Hägglingen"	0.9	0.9	0.0	1.9	4.7	7.5	7.6	8.5	9.1	7.0	7.0	7.0	7.9	8.8	11.0	10.5	11.5	9.9	10.9	12.6
"Sexe - Total"	"……Jonen"	0.0	0.0	0.0	0.0	0.8	0.8	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0
"Sexe - Total"	"……Niederwil (AG)"	1.9	0.9	1.9	0.9	0.0	0.9	1.8	1.8	1.7	1.5	1.6	2.4	3.4	5.1	4.8	6.0	9.0	10.4	11.2	13.7
"Sexe - Total"	"……Oberlunkhofen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	0.0	0.0	1.0	0.8	0.9	0.9
"Sexe - Total"	"……Oberwil-Lieli"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.4	0.5	0.5
"Sexe - Total"	"……Rudolfstetten-Friedlisberg"	6.6	9.4	11.2	13.8	15.7	13.7	14.3	14.5	12.1	11.5	11.8	11.8	10.6	10.8	22.0	26.0	24.6	21.9	24.1	23.9
"Sexe - Total"	"……Sarmenstorf"	0.9	0.9	0.9	1.9	0.9	0.9	0.9	0.9	0.9	1.6	2.6	2.6	1.8	0.9	2.0	3.0	4.0	5.1	5.1	3.5
"Sexe - Total"	"……Tägerig"	0.0	0.9	0.9	0.9	0.9	0.9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.0	1.0	1.0	1.6	0.7	0.0
"Sexe - Total"	"……Uezwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Unterlunkhofen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4
"Sexe - Total"	"……Villmergen"	16.0	14.1	11.3	11.1	13.0	12.2	19.7	18.8	17.0	14.6	16.6	17.3	15.5	18.0	19.0	20.0	20.0	23.4	23.4	25.1
"Sexe - Total"	"……Widen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.6	2.4	3.3	4.0	4.8	6.0	2.0	4.0	4.0	3.1	2.3
"Sexe - Total"	"……Wohlen (AG)"	16.0	15.0	17.8	22.5	20.7	23.4	23.9	23.0	27.9	30.3	29.3	31.3	29.5	31.2	41.5	41.5	58.1	56.9	58.4	60.7
"Sexe - Total"	"……Zufikon"	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.6	3.3	3.0	6.0	5.0	4.8	4.4	3.5
"Sexe - Total"	"……Islisberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Auenstein"	0.9	0.9	0.9	0.9	0.9	0.9	0.0	0.9	0.9	0.0	0.0	0.8	0.0	0.0	0.0	0.0	1.0	0.9	1.7	1.8
"Sexe - Total"	"……Birr"	50.4	57.8	52.2	61.8	62.7	61.5	36.8	37.6	41.5	49.0	54.1	140.3	179.7	179.8	187.0	177.0	144.9	148.5	147.7	166.0
"Sexe - Total"	"……Birrhard"	7.4	7.4	6.5	6.5	5.5	7.4	8.4	7.4	6.3	5.1	5.3	0.0	0.9	1.7	1.0	2.0	3.0	3.4	4.9	6.5
"Sexe - Total"	"……Bözen"	0.9	3.7	1.9	0.9	0.0	0.0	0.0	0.0	0.0	0.8	2.3	2.5	3.0	4.3	2.0	1.0	2.0	1.7	1.7	1.6
"Sexe - Total"	"……Brugg"	173.2	159.9	146.8	145.7	154.3	159.6	159.0	163.1	163.0	160.6	189.0	214.6	220.4	229.3	248.4	264.1	269.3	261.6	282.6	310.4
